fmun_cod,fmun,ano,mes,regiao,hom_doloso,lesao_corp_morte,latrocinio,hom_por_interv_policial,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_transeunte,roubo_celular,roubo_em_coletivo,roubo_veiculo,roubo_carga,roubo_comercio,roubo_residencia,roubo_banco,roubo_cx_eletronico,roubo_conducao_saque,roubo_apos_saque,roubo_bicicleta,outros_roubos,furto_veiculos,furto_transeunte,furto_coletivo,furto_celular,furto_bicicleta,outros_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas
3301900,Itaboraí,2025,4,Região Metropolitana,6,2,0,1,4,35,3,0,22,18,9,1,9,1,1,0,0,0,0,0,0,2,14,2,1,4,0,47,0,9,1,133,30
3302007,Itaguaí,2025,4,Região Metropolitana,0,0,0,3,2,25,6,3,6,3,3,2,8,0,0,1,0,0,0,0,0,3,16,1,0,5,2,37,0,7,0,59,6
3302056,Italva,2025,4,Noroeste Fluminense,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,2,5
3302106,Itaocara,2025,4,Noroeste Fluminense,0,0,0,0,2,8,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,13
3302205,Itaperuna,2025,4,Noroeste Fluminense,4,0,0,0,2,24,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,4,20,0,3,0,69,78
3302254,Itatiaia,2025,4,Médio Paraíba,0,0,0,0,0,11,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,9,12
3302270,Japeri,2025,4,Região Metropolitana,3,0,0,1,3,38,4,1,4,5,6,0,4,0,2,0,0,0,0,0,0,3,3,1,0,3,0,24,0,2,0,56,12
3302304,Laje do Muriaé,2025,4,Noroeste Fluminense,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
3302403,Macaé,2025,4,Norte Fluminense,1,0,0,0,2,85,10,4,42,1,2,0,1,0,1,0,0,0,0,0,0,0,11,4,4,7,4,113,0,4,0,298,37
3302452,Macuco,2025,4,Região Serrana,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
3302502,Magé,2025,4,Região Metropolitana,3,0,0,0,0,97,14,2,24,9,7,0,8,0,2,2,0,0,0,0,0,2,19,4,3,10,11,74,0,5,0,120,13
3302601,Mangaratiba,2025,4,Costa Verde,2,0,0,0,1,25,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,3,0,16,0,1,0,29,18
3302700,Maricá,2025,4,Região Metropolitana,3,0,0,1,1,93,9,1,34,10,7,0,5,0,1,1,0,0,0,1,0,3,10,4,6,17,0,96,0,5,0,209,9
3302809,Mendes,2025,4,Centro-Sul Fluminense,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,5,9
3302858,Mesquita,2025,4,Região Metropolitana,0,0,0,2,11,79,2,1,17,34,24,3,23,3,0,0,0,0,0,0,0,6,23,2,2,8,4,33,0,1,0,85,10
3302908,Miguel Pereira,2025,4,Centro-Sul Fluminense,0,0,0,0,1,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,7,0,0,0,24,9
3303005,Miracema,2025,4,Noroeste Fluminense,0,0,0,0,0,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,4,35
3303104,Natividade,2025,4,Noroeste Fluminense,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7
3303203,Nilópolis,2025,4,Região Metropolitana,3,0,0,0,4,50,1,1,10,44,29,0,9,1,1,1,0,0,0,0,0,5,12,5,5,10,2,74,0,5,0,97,2
3303302,Niterói,2025,4,Região Metropolitana,3,0,0,1,7,121,17,7,107,71,38,4,25,1,8,4,0,0,1,0,2,14,33,47,31,177,47,509,0,15,0,508,38
3303401,Nova Friburgo,2025,4,Região Serrana,1,0,0,0,2,76,5,1,36,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4,1,10,0,30,0,3,0,175,53
3303500,Nova Iguaçu,2025,4,Região Metropolitana,16,1,0,1,13,290,22,6,72,123,190,16,151,6,6,2,0,0,1,1,1,49,103,18,5,78,16,239,0,13,0,410,12
3303609,Paracambi,2025,4,Região Metropolitana,1,0,0,0,0,9,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,13,0,0,0,31,10
3303708,Paraíba do Sul,2025,4,Centro-Sul Fluminense,0,0,0,0,0,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,1,0,32,39
3303807,Paraty,2025,4,Costa Verde,1,0,0,0,0,11,4,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,1,24,0,0,0,19,23
3303856,Paty do Alferes,2025,4,Centro-Sul Fluminense,1,0,0,0,2,18,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,8
3303906,Petrópolis,2025,4,Região Serrana,2,0,0,0,0,120,7,2,20,1,2,0,1,0,1,0,0,0,0,0,0,7,7,6,2,12,0,92,0,4,0,210,69
3303955,Pinheiral,2025,4,Médio Paraíba,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,9
3304003,Piraí,2025,4,Médio Paraíba,0,0,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,12,16
3304102,Porciúncula,2025,4,Noroeste Fluminense,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,4,7
3304110,Porto Real,2025,4,Médio Paraíba,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,11,11
3304128,Quatis,2025,4,Médio Paraíba,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6
3304144,Queimados,2025,4,Região Metropolitana,2,0,0,0,5,52,7,1,11,15,12,0,4,0,0,1,0,0,0,0,1,1,7,1,1,8,1,35,0,4,0,68,2
3304151,Quissamã,2025,4,Norte Fluminense,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,9,8
3304201,Resende,2025,4,Médio Paraíba,0,0,0,0,2,26,4,2,19,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,2,6,1,51,0,1,0,122,30
3304300,Rio Bonito,2025,4,Região Metropolitana,0,0,0,0,1,24,2,2,5,0,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,1,1,22,0,1,0,38,3
3304409,Rio Claro,2025,4,Médio Paraíba,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,8,2
3304508,Rio das Flores,2025,4,Médio Paraíba,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
3304524,Rio das Ostras,2025,4,Baixadas Litorâneas,2,0,0,0,0,60,6,2,29,2,4,0,0,0,0,0,0,0,0,0,0,3,21,2,0,10,2,82,0,1,0,217,28
3304557,Rio de Janeiro,2025,4,Região Metropolitana,55,2,5,51,88,1866,167,59,1011,1499,1422,279,896,98,91,19,0,3,1,7,30,518,582,747,554,2239,212,4575,0,135,6,6352,404
3304607,Santa Maria Madalena,2025,4,Região Serrana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
3304706,Santo Antônio de Pádua,2025,4,Noroeste Fluminense,2,0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,0,0,0,19,69
3304755,São Francisco de Itabapoana,2025,4,Norte Fluminense,3,0,0,0,1,13,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,10,0,1,0,12,9
3304805,São Fidélis,2025,4,Norte Fluminense,0,0,0,0,0,17,0,1,13,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,7,0,1,0,22,14
3304904,São Gonçalo,2025,4,Região Metropolitana,8,0,0,3,6,176,12,12,63,133,57,4,50,6,4,3,0,0,0,0,0,16,114,39,17,69,7,359,0,13,0,432,21
3305000,São João da Barra,2025,4,Norte Fluminense,2,0,0,0,0,9,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,10,0,1,0,19,18
3305109,São João de Meriti,2025,4,Região Metropolitana,8,0,1,2,13,99,7,2,49,73,67,12,82,13,4,1,0,0,0,1,0,18,63,8,5,20,3,116,0,8,0,230,28
3305133,São José de Ubá,2025,4,Noroeste Fluminense,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2
3305158,São José do Vale do Rio Preto,2025,4,Região Serrana,1,0,0,0,0,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,7,0,0,0,3,5
3305208,São Pedro da Aldeia,2025,4,Baixadas Litorâneas,4,0,0,0,0,13,2,3,8,1,1,0,3,0,2,0,0,0,0,0,0,0,10,1,0,2,3,25,0,0,0,46,16
3305307,São Sebastião do Alto,2025,4,Região Serrana,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
3305406,Sapucaia,2025,4,Centro-Sul Fluminense,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,18,14
3305505,Saquarema,2025,4,Baixadas Litorâneas,4,0,0,0,0,55,6,3,23,2,1,0,5,0,1,0,0,0,0,0,0,1,7,6,0,8,7,54,0,11,0,86,14
3305554,Seropédica,2025,4,Região Metropolitana,1,0,0,0,0,24,3,1,14,5,2,2,4,0,0,0,0,0,0,0,0,1,1,0,0,3,2,21,0,2,0,48,1
3305604,Silva Jardim,2025,4,Baixadas Litorâneas,0,0,0,0,0,7,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,8,5
3305703,Sumidouro,2025,4,Região Serrana,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1
3305752,Tanguá,2025,4,Região Metropolitana,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,0,2,0,15,5
3305802,Teresópolis,2025,4,Região Serrana,3,0,0,0,4,45,4,5,18,1,4,0,0,0,2,0,0,0,0,0,0,2,5,6,0,5,1,47,0,2,0,127,81
3305901,Trajano de Moraes,2025,4,Região Serrana,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4
3306008,Três Rios,2025,4,Centro-Sul Fluminense,4,0,0,0,2,47,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,8,0,38,0,1,0,73,48
3306107,Valença,2025,4,Médio Paraíba,0,0,0,0,1,30,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,15,0,0,0,21,32
3306156,Varre-Sai,2025,4,Noroeste Fluminense,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4
3306206,Vassouras,2025,4,Centro-Sul Fluminense,0,0,0,0,2,13,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,21,19
3306305,Volta Redonda,2025,4,Médio Paraíba,1,0,0,0,2,93,12,0,18,2,1,0,0,0,4,0,0,0,0,0,0,2,4,6,1,10,11,147,0,2,0,274,91
3300100,Angra dos Reis,2025,5,Costa Verde,3,0,0,0,2,62,5,2,15,2,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,3,2,40,0,0,0,84,23
3300159,Aperibé,2025,5,Noroeste Fluminense,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2
3300209,Araruama,2025,5,Baixadas Litorâneas,4,0,0,3,1,37,0,0,24,7,5,0,3,1,1,2,0,0,0,0,0,2,10,1,0,5,2,60,0,2,0,92,38
3300225,Areal,2025,5,Centro-Sul Fluminense,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
3300233,Armação dos Búzios,2025,5,Baixadas Litorâneas,2,0,0,0,1,22,5,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,6,1,26,0,3,0,30,20
3300258,Arraial do Cabo,2025,5,Baixadas Litorâneas,0,0,0,0,0,14,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,11,0,2,0,24,16
3300308,Barra do Piraí,2025,5,Médio Paraíba,3,0,0,0,0,28,4,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0,29,0,0,0,26,54
3300407,Barra Mansa,2025,5,Médio Paraíba,2,0,0,0,2,36,5,1,15,1,2,0,2,0,1,0,0,0,0,0,0,0,2,1,0,3,0,41,0,0,0,104,30
3300456,Belford Roxo,2025,5,Região Metropolitana,13,0,0,2,10,95,10,5,32,70,56,2,71,10,5,0,0,0,0,0,0,10,31,11,6,8,5,81,0,10,0,235,30
3300506,Bom Jardim,2025,5,Região Serrana,0,0,0,0,0,4,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,8,4
3300605,Bom Jesus do Itabapoana,2025,5,Noroeste Fluminense,0,0,0,0,1,28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,14,0,0,0,23,20
3300704,Cabo Frio,2025,5,Baixadas Litorâneas,5,0,0,1,2,59,6,1,15,13,5,1,5,2,0,0,0,0,0,0,1,8,15,6,4,21,6,148,0,6,0,194,61
3300803,Cachoeiras de Macacu,2025,5,Região Metropolitana,1,0,0,0,0,14,6,1,6,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,10,0,1,1,28,7
3300902,Cambuci,2025,5,Noroeste Fluminense,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,6,4
3300936,Carapebus,2025,5,Norte Fluminense,1,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4
3300951,Comendador Levy Gasparian,2025,5,Centro-Sul Fluminense,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,1
3301009,Campos dos Goytacazes,2025,5,Norte Fluminense,4,0,0,0,1,104,14,2,28,23,8,0,0,0,2,2,0,0,0,0,0,5,10,11,8,27,16,146,0,7,0,282,209
3301108,Cantagalo,2025,5,Região Serrana,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,7,5
3301157,Cardoso Moreira,2025,5,Norte Fluminense,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,2
3301207,Carmo,2025,5,Região Serrana,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,4
3301306,Casimiro de Abreu,2025,5,Baixadas Litorâneas,0,0,0,0,2,12,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,17,9
3301405,Conceição de Macabu,2025,5,Norte Fluminense,1,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,2
3301504,Cordeiro,2025,5,Região Serrana,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,4,0,0,0,11,6
3301603,Duas Barras,2025,5,Região Serrana,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,6,3
3301702,Duque de Caxias,2025,5,Região Metropolitana,22,0,0,6,18,242,22,12,85,208,189,17,258,74,6,2,0,0,0,2,1,66,108,47,15,51,2,272,0,12,3,469,30
3301801,Engenheiro Paulo de Frontin,2025,5,Centro-Sul Fluminense,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,5
3301850,Guapimirim,2025,5,Região Metropolitana,0,0,0,0,0,27,4,3,12,3,1,0,1,1,0,0,0,0,0,0,0,0,6,0,1,1,2,18,0,1,0,28,15
3301876,Iguaba Grande,2025,5,Baixadas Litorâneas,0,0,0,0,2,6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,18,0,0,0,17,3
3301900,Itaboraí,2025,5,Região Metropolitana,4,0,0,1,5,37,0,5,13,18,12,0,15,2,2,2,0,0,0,0,0,6,21,12,3,102,1,70,0,4,0,149,38
3302007,Itaguaí,2025,5,Região Metropolitana,3,0,0,2,6,38,2,2,11,6,4,0,7,1,0,0,0,0,0,0,0,1,18,2,1,8,0,49,0,1,0,84,13
3302056,Italva,2025,5,Noroeste Fluminense,0,0,0,0,0,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8
3302106,Itaocara,2025,5,Noroeste Fluminense,4,0,0,0,1,11,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,16,8
3302205,Itaperuna,2025,5,Noroeste Fluminense,4,0,0,0,20,38,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,7,7,38,0,0,0,55,75
3302254,Itatiaia,2025,5,Médio Paraíba,0,0,0,0,2,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,14,14
3302270,Japeri,2025,5,Região Metropolitana,1,0,0,2,0,32,2,1,5,5,4,0,0,0,0,1,0,0,0,0,0,3,5,0,4,5,1,16,0,1,0,54,8
3302304,Laje do Muriaé,2025,5,Noroeste Fluminense,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
3302403,Macaé,2025,5,Norte Fluminense,3,1,0,0,4,63,6,2,46,6,4,0,1,0,1,1,0,0,0,0,0,0,13,4,0,9,2,99,0,7,0,286,45
3302452,Macuco,2025,5,Região Serrana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
3302502,Magé,2025,5,Região Metropolitana,5,0,0,1,6,82,8,0,40,16,6,0,7,3,0,0,0,0,0,0,0,3,24,7,1,27,6,56,0,4,0,148,23
3302601,Mangaratiba,2025,5,Costa Verde,1,0,0,0,0,21,6,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,19,0,0,0,24,26
3302700,Maricá,2025,5,Região Metropolitana,0,0,0,0,4,89,6,1,27,24,8,1,5,0,1,2,0,0,0,0,0,5,11,6,10,13,3,142,0,4,0,213,13
3302809,Mendes,2025,5,Centro-Sul Fluminense,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,7
3302858,Mesquita,2025,5,Região Metropolitana,0,0,0,0,4,68,4,0,17,30,25,2,16,2,0,0,0,0,0,0,0,3,26,5,2,8,2,43,0,1,0,90,13
3302908,Miguel Pereira,2025,5,Centro-Sul Fluminense,1,0,0,0,0,15,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,12,0,0,0,24,18
3303005,Miracema,2025,5,Noroeste Fluminense,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,4,27
3303104,Natividade,2025,5,Noroeste Fluminense,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,6
3303203,Nilópolis,2025,5,Região Metropolitana,1,0,0,0,1,53,1,0,9,19,36,0,18,0,0,1,0,0,0,0,2,7,14,7,2,16,1,71,0,2,0,107,4
3303302,Niterói,2025,5,Região Metropolitana,4,0,0,3,2,144,18,5,112,75,31,2,15,1,6,2,0,0,0,0,1,12,38,33,30,137,63,438,0,13,0,574,41
3303401,Nova Friburgo,2025,5,Região Serrana,1,0,0,0,0,62,5,4,47,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,29,0,46,0,3,0,165,50
3303500,Nova Iguaçu,2025,5,Região Metropolitana,29,0,0,0,11,314,28,7,116,167,152,21,153,21,5,4,0,0,0,0,0,31,91,24,11,85,10,228,0,16,0,448,14
3303609,Paracambi,2025,5,Região Metropolitana,0,0,0,0,0,13,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,17,0,1,0,17,9
3303708,Paraíba do Sul,2025,5,Centro-Sul Fluminense,0,0,0,0,0,20,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,20,0,0,0,24,31
3303807,Paraty,2025,5,Costa Verde,3,0,0,0,4,14,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,18,0,1,0,32,18
3303856,Paty do Alferes,2025,5,Centro-Sul Fluminense,1,0,0,0,0,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,8,17
3303906,Petrópolis,2025,5,Região Serrana,0,0,0,0,1,93,13,4,32,7,3,0,1,1,2,1,0,1,0,0,0,0,8,5,2,30,2,122,0,5,0,260,88
3303955,Pinheiral,2025,5,Médio Paraíba,0,0,0,0,0,10,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,14,10
3304003,Piraí,2025,5,Médio Paraíba,0,0,0,0,0,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,14,0,0,0,13,21
3304102,Porciúncula,2025,5,Noroeste Fluminense,0,0,0,0,0,10,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,3
3304110,Porto Real,2025,5,Médio Paraíba,2,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,21,4
3304128,Quatis,2025,5,Médio Paraíba,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1
3304144,Queimados,2025,5,Região Metropolitana,1,1,1,2,3,51,18,3,23,12,10,0,3,0,0,0,0,0,0,1,0,3,13,2,0,7,1,41,0,2,0,76,1
3304151,Quissamã,2025,5,Norte Fluminense,0,0,0,0,1,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,8
3304201,Resende,2025,5,Médio Paraíba,0,0,0,1,4,43,4,0,7,0,0,0,1,0,1,0,0,0,0,0,0,3,3,2,3,12,4,42,0,5,0,127,38
3304300,Rio Bonito,2025,5,Região Metropolitana,0,0,0,0,1,21,2,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,6,2,1,0,0,18,0,1,0,44,5
3304409,Rio Claro,2025,5,Médio Paraíba,1,0,0,0,0,5,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,0,0,0,6,1
3304508,Rio das Flores,2025,5,Médio Paraíba,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
3304524,Rio das Ostras,2025,5,Baixadas Litorâneas,3,0,0,0,3,43,7,2,17,3,2,1,0,1,0,0,0,0,0,0,0,2,7,3,0,8,2,109,0,0,0,188,29
3304557,Rio de Janeiro,2025,5,Região Metropolitana,73,3,2,16,82,1929,151,71,1053,1451,1440,219,957,110,92,21,0,3,0,8,32,603,595,1056,609,3304,236,4893,0,165,10,6826,311
3304607,Santa Maria Madalena,2025,5,Região Serrana,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0
3304706,Santo Antônio de Pádua,2025,5,Noroeste Fluminense,1,0,0,0,0,17,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,16,45
3304755,São Francisco de Itabapoana,2025,5,Norte Fluminense,5,0,0,0,4,12,3,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,8,0,0,0,17,31
3304805,São Fidélis,2025,5,Norte Fluminense,1,0,0,0,0,10,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,26,8
3304904,São Gonçalo,2025,5,Região Metropolitana,7,0,0,0,14,142,13,7,59,133,58,4,61,2,17,2,0,0,0,1,1,25,144,39,12,81,5,378,0,15,0,417,32
3305000,São João da Barra,2025,5,Norte Fluminense,0,0,0,0,0,12,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,28,0,0,0,21,25
3305109,São João de Meriti,2025,5,Região Metropolitana,7,0,1,4,8,105,12,4,53,82,56,8,71,24,1,2,0,0,0,0,0,27,59,7,4,11,0,102,0,2,0,219,21
3305133,São José de Ubá,2025,5,Noroeste Fluminense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,4
3305158,São José do Vale do Rio Preto,2025,5,Região Serrana,1,0,0,0,0,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,11,4
3305208,São Pedro da Aldeia,2025,5,Baixadas Litorâneas,0,0,0,0,1,27,4,0,6,4,5,0,2,0,1,1,0,0,0,0,0,2,7,0,0,3,3,56,0,1,0,48,23
3305307,São Sebastião do Alto,2025,5,Região Serrana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3305406,Sapucaia,2025,5,Centro-Sul Fluminense,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,7,23
3305505,Saquarema,2025,5,Baixadas Litorâneas,3,0,0,0,2,34,4,3,24,4,0,0,1,0,0,0,0,0,0,0,0,1,5,2,2,11,3,60,0,3,0,88,11
3305554,Seropédica,2025,5,Região Metropolitana,1,0,0,0,0,15,1,3,7,5,2,1,4,0,0,2,0,0,0,0,0,0,3,1,1,3,3,22,0,1,0,50,2
3305604,Silva Jardim,2025,5,Baixadas Litorâneas,0,0,0,0,0,12,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,5,1,11,0,0,0,8,1
3305703,Sumidouro,2025,5,Região Serrana,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,4
